585
0,31391,0
1,44271,0
2,56031,0
3,68911,0
4,82911,0
5,93551,0
6,105311,0
7,115951,0
8,125472,0
9,134431,0
10,142271,0
11,152351,0
12,159072,0
13,168031,0
14,179231,0
15,194909,0
16,255368,0
17,244729,0
18,236330,0
19,225129,0
20,206090,0
21,192089,0
22,255949,0
23,246986,0
24,236346,0
25,226267,0
26,206670,0
27,32487,0
28,44809,0
29,56007,0
30,68888,0
31,82894,0
32,94094,0
33,105294,0
34,115934,0
35,125453,0
36,133295,0
37,142813,0
38,151773,0
39,159613,0
40,176974,0
41,293450,0
42,303530,0
43,313610,0
44,294590,0
45,305791,0
46,310830,0
47,340491,0
48,375210,0
49,357850,0
50,374668,0
51,357308,0
52,339389,0
53,418885,0
54,439606,0
55,458084,0
56,473204,0
57,418912,0
58,439633,0
59,455872,0
60,474352,0
61,487232,0
62,320265,0
63,320239,0
64,320218,0
65,320196,0
66,320175,0
67,320153,0
68,320122,0
69,320649,0
70,320586,0
71,320564,0
72,320546,0
73,320524,0
74,321038,0
75,321018,0
76,321008,0
77,320993,0
78,320972,0
79,320946,0
80,330905,0
81,330318,0
82,330858,0
83,329716,0
84,330255,0
85,329672,0
86,329663,0
87,329083,0
88,329050,0
89,328986,0
90,328963,0
91,328945,0
92,328363,0
93,328878,0
94,328298,0
95,328291,0
96,328270,0
97,328252,0
98,328227,0
99,100186,0
100,100718,0
101,99546,0
102,100075,0
103,100044,0
104,100008,0
105,95708,0
106,95677,0
107,96186,0
108,95594,0
109,96123,0
110,95528,0
111,96591,0
112,98782,0
113,100447,0
114,108829,0
115,121687,0
116,142967,0
117,153950,0
118,153935,0
119,153923,0
120,153351,0
121,153897,0
122,153865,0
123,153850,0
124,153275,0
125,153254,0
126,153232,0
127,153207,0
128,152032,0
129,152012,0
130,153118,0
131,151985,0
132,152528,0
133,152507,0
134,152501,0
135,161790,0
136,161776,0
137,161763,0
138,162311,0
139,161738,0
140,161145,0
141,161130,0
142,161675,0
143,161656,0
144,161632,0
145,161048,0
146,160991,0
147,159852,0
148,160397,0
149,160385,0
150,159808,0
151,159788,0
152,159782,0
153,160305,0
154,152465,0
155,160208,0
156,152366,0
157,160232,0
158,159679,0
159,159683,0
160,160249,0
161,160255,0
162,159706,0
163,159714,0
164,159721,0
165,159732,0
166,160301,0
167,152392,0
168,152399,0
169,152403,0
170,152409,0
171,152415,0
172,152425,0
173,152434,0
174,152441,0
175,152453,0
176,299795,0
177,280757,0
178,270676,0
179,261153,0
180,238180,0
181,219129,0
182,200083,0
183,299802,0
184,280206,0
185,269564,0
186,260042,0
187,236515,0
188,219696,0
189,200089,0
190,171667,0
191,189587,0
192,203027,0
193,212548,0
194,222628,0
195,171656,0
196,189576,0
197,202457,0
198,211977,0
199,222617,0
200,249496,0
201,260137,0
202,270776,0
203,281416,0
204,292615,0
205,298214,0
206,304373,0
207,315571,0
208,249507,0
209,260706,0
210,271346,0
211,281427,0
212,292624,0
213,298226,0
214,303826,0
215,315587,0
216,228356,0
217,219956,0
218,212116,0
219,204276,0
220,196436,0
221,188596,0
222,180756,0
223,227802,0
224,219962,0
225,212122,0
226,204282,0
227,196442,0
228,188602,0
229,180762,0
230,234502,0
231,234492,0
232,235041,0
233,234468,0
234,235016,0
235,235002,0
236,234994,0
237,234981,0
238,234966,0
239,234956,0
240,239993,0
241,238315,0
242,238982,0
243,238972,0
244,238961,0
245,238388,0
246,238936,0
247,238922,0
248,238914,0
249,238341,0
250,238325,0
251,238268,0
252,238256,0
253,238243,0
254,237671,0
255,237659,0
256,237649,0
257,234349,0
258,234336,0
259,234324,0
260,234312,0
261,234300,0
262,234289,0
263,234838,0
264,17327,0
265,31328,0
266,57647,0
267,73886,0
268,87886,0
269,109166,0
270,130445,0
271,147245,0
272,147271,0
273,16791,0
274,33591,0
275,57671,0
276,73911,0
277,87911,0
278,110311,0
279,132151,0
280,165756,0
281,177514,0
282,190954,0
283,205514,0
284,216713,0
285,227913,0
286,166286,0
287,177486,0
288,190366,0
289,203806,0
290,216686,0
291,227327,0
292,235705,0
293,234526,0
294,234545,0
295,234558,0
296,235134,0
297,239006,0
298,239026,0
299,239598,0
300,239614,0
301,239625,0
302,248634,0
303,265434,0
304,281114,0
305,296793,0
306,311352,0
307,248047,0
308,265965,0
309,281645,0
310,296765,0
311,311326,0
312,397568,0
313,384688,0
314,373488,0
315,361728,0
316,348847,0
317,342127,0
318,397591,0
319,384712,0
320,372952,0
321,362313,0
322,348873,0
323,341594,0
324,408751,0
325,408731,0
326,408708,0
327,408690,0
328,414911,0
329,414332,0
330,414308,0
331,414290,0
332,401398,0
333,393558,0
334,385718,0
335,377878,0
336,370038,0
337,362198,0
338,353798,0
339,346518,0
340,337557,0
341,475320,0
342,465240,0
343,457400,0
344,449560,0
345,441160,0
346,433320,0
347,424920,0
348,417080,0
349,475314,0
350,465234,0
351,457394,0
352,449554,0
353,441154,0
354,433314,0
355,425474,0
356,417074,0
357,401394,0
358,394114,0
359,385714,0
360,377874,0
361,370034,0
362,362194,0
363,354354,0
364,346514,0
365,336994,0
366,418287,0
367,430047,0
368,441807,0
369,461407,0
370,475406,0
371,490525,0
372,418310,0
373,430630,0
374,441270,0
375,460869,0
376,475430,0
377,491671,0
378,491632,0
379,490491,0
380,491031,0
381,490454,0
382,490427,0
383,490410,0
384,490945,0
385,490922,0
386,490898,0
387,490876,0
388,490284,0
389,491387,0
390,490801,0
391,490777,0
392,490195,0
393,490732,0
394,490703,0
395,490681,0
396,490656,0
397,490075,0
398,490050,0
399,501711,0
400,502251,0
401,502791,0
402,502212,0
403,501627,0
404,501610,0
405,501025,0
406,500442,0
407,500418,0
408,500955,0
409,500924,0
410,501464,0
411,500320,0
412,500855,0
413,501393,0
414,500811,0
415,501341,0
416,500198,0
417,500175,0
418,500154,0
419,500130,0
420,471117,0
421,457677,0
422,450956,0
423,439197,0
424,426317,0
425,419597,0
426,398876,0
427,392716,0
428,385996,0
429,379837,0
430,373678,0
431,366960,0
432,360802,0
433,354644,0
434,348487,0
435,342331,0
436,470561,0
437,457681,0
438,450961,0
439,438641,0
440,426321,0
441,419600,0
442,399440,0
443,392720,0
444,386560,0
445,379841,0
446,373682,0
447,367523,0
448,361366,0
449,355208,0
450,349051,0
451,343456,0
452,466211,0
453,457813,0
454,438214,0
455,430373,0
456,420294,0
457,396774,0
458,385014,0
459,374934,0
460,364855,0
461,352533,0
462,335171,0
463,466227,0
464,457825,0
465,438784,0
466,429824,0
467,419185,0
468,396225,0
469,385585,0
470,374945,0
471,364866,0
472,351987,0
473,334073,0
474,409532,0
475,409553,0
476,409576,0
477,409041,0
478,409065,0
479,409084,0
480,412891,0
481,412913,0
482,412936,0
483,412962,0
484,412986,0
